index	masked sentence	original sentence	json file	sentence begin	sentence end	denotation 1	denotation 2
1617	Moreover , macrophages stimulated by alarmins , including interleukin - 25 , interleukin - 33 , and @GENE$ , were more permissive to the @DISEASE$ infection	Moreover , macrophages stimulated by alarmins , including interleukin - 25 , interleukin - 33 , and thymic stromal lymphopoietin , were more permissive to the JEV infection	6lv3di4x-2-abstract.json	752	924	{'id': 'A-biobert_T5', 'span': {'begin': 852, 'end': 881}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 911, 'end': 915}, 'obj': 'Disease'}
1618	Moreover , macrophages stimulated by alarmins , including interleukin - 25 , @GENE$ , and thymic stromal lymphopoietin , were more permissive to the @DISEASE$ infection	Moreover , macrophages stimulated by alarmins , including interleukin - 25 , interleukin - 33 , and thymic stromal lymphopoietin , were more permissive to the JEV infection	6lv3di4x-2-abstract.json	752	924	{'id': 'A-biobert_T4', 'span': {'begin': 829, 'end': 846}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 911, 'end': 915}, 'obj': 'Disease'}
1619	Moreover , macrophages stimulated by alarmins , including @GENE$ , interleukin - 33 , and thymic stromal lymphopoietin , were more permissive to the @DISEASE$ infection	Moreover , macrophages stimulated by alarmins , including interleukin - 25 , interleukin - 33 , and thymic stromal lymphopoietin , were more permissive to the JEV infection	6lv3di4x-2-abstract.json	752	924	{'id': 'A-biobert_T3', 'span': {'begin': 810, 'end': 827}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 911, 'end': 915}, 'obj': 'Disease'}
1620	Moreover , macrophages stimulated by @GENE$ , including interleukin - 25 , interleukin - 33 , and thymic stromal lymphopoietin , were more permissive to the @DISEASE$ infection	Moreover , macrophages stimulated by alarmins , including interleukin - 25 , interleukin - 33 , and thymic stromal lymphopoietin , were more permissive to the JEV infection	6lv3di4x-2-abstract.json	752	924	{'id': 'A-biobert_T2', 'span': {'begin': 789, 'end': 798}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 911, 'end': 915}, 'obj': 'Disease'}
1621	eEF1A Interacts with the @GENE$ and Inhibits the Growth of @DISEASE$ Virus	eEF1A Interacts with the NS5A Protein and Inhibits the Growth of Classical Swine Fever Virus	iv2dcpqj-1-title.json	0	92	{'id': 'A-biobert_T2', 'span': {'begin': 25, 'end': 38}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 65, 'end': 87}, 'obj': 'Disease'}
1622	A previous study has shown that CPV2 @GENE$ can lead to regression of @DISEASE$ in Wistar rats without producing toxic side effects on healthy cells 14	A previous study has shown that CPV2 NS1 can lead to regression of skin tumours in Wistar rats without producing toxic side effects on healthy cells 14	d1m2wv8r-7-body_text.json	475	626	{'id': 'A-biobert_T1', 'span': {'begin': 512, 'end': 516}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 542, 'end': 555}, 'obj': 'Disease'}
1623	Moreover , the @GENE$ shows anti - @DISEASE$ activity in a mouse mammary tumour model , and it further stimulates the immune cells to attack the tumour 15 .	Moreover , the CPV NS1 protein shows anti - tumour activity in a mouse mammary tumour model , and it further stimulates the immune cells to attack the tumour 15 .	d1m2wv8r-7-body_text.json	629	791	{'id': 'A-biobert_T2', 'span': {'begin': 644, 'end': 660}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 780, 'end': 787}, 'obj': 'Disease'}
1624	Moreover , the @GENE$ shows anti - tumour activity in a mouse @DISEASE$ model , and it further stimulates the immune cells to attack the tumour 15 .	Moreover , the CPV NS1 protein shows anti - tumour activity in a mouse mammary tumour model , and it further stimulates the immune cells to attack the tumour 15 .	d1m2wv8r-7-body_text.json	629	791	{'id': 'A-biobert_T2', 'span': {'begin': 644, 'end': 660}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 700, 'end': 715}, 'obj': 'Disease'}
1625	1 @GENE$ antagonism reduces circulating @DISEASE$ populations in uninfected mice	1 CSF1R antagonism reduces circulating APC populations in uninfected mice	yr1zanxx-20-body_text.json	40	113	{'id': 'A-biobert_T1', 'span': {'begin': 42, 'end': 48}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 79, 'end': 83}, 'obj': 'Disease'}
1626	The entire @GENE$ of Carnivore protoparvovirus 1 was amplified from 113 suspected cases of @DISEASE$ , comprising 93 from Australia , 11 from Dubai and 9 from New Zealand	The entire VP2 region of Carnivore protoparvovirus 1 was amplified from 113 suspected cases of FPL , comprising 93 from Australia , 11 from Dubai and 9 from New Zealand	8gbktpt3-29-body_text.json	0	168	{'id': 'A-biobert_T1', 'span': {'begin': 11, 'end': 22}, 'obj': 'Gene'}	{'id': 4, 'span': {'begin': 95, 'end': 99}, 'obj': 'Disease'}
1627	The purpose of this study was to analyze serum protein levels using @GENE$ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced @DISEASE$ , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T2', 'span': {'begin': 68, 'end': 74}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 166, 'end': 171}, 'obj': 'Disease'}
1628	The purpose of this study was to analyze serum protein levels using @GENE$ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and @DISEASE$ - induced ACLF , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T2', 'span': {'begin': 68, 'end': 74}, 'obj': 'Gene'}	{'id': 6, 'span': {'begin': 152, 'end': 156}, 'obj': 'Disease'}
1629	The purpose of this study was to analyze serum protein levels using @GENE$ in normal controls , as well as patients with chronic hepatitis B ( @DISEASE$ ) and HBV - induced ACLF , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T2', 'span': {'begin': 68, 'end': 74}, 'obj': 'Gene'}	{'id': 5, 'span': {'begin': 142, 'end': 146}, 'obj': 'Disease'}
1630	The purpose of this study was to analyze serum protein levels using @GENE$ in normal controls , as well as patients with @DISEASE$ ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T2', 'span': {'begin': 68, 'end': 74}, 'obj': 'Gene'}	{'id': 4, 'span': {'begin': 120, 'end': 140}, 'obj': 'Disease'}
1631	The purpose of this study was to analyze @GENE$ levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced @DISEASE$ , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T1', 'span': {'begin': 41, 'end': 55}, 'obj': 'Gene'}	{'id': 7, 'span': {'begin': 166, 'end': 171}, 'obj': 'Disease'}
1632	The purpose of this study was to analyze @GENE$ levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and @DISEASE$ - induced ACLF , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T1', 'span': {'begin': 41, 'end': 55}, 'obj': 'Gene'}	{'id': 6, 'span': {'begin': 152, 'end': 156}, 'obj': 'Disease'}
1633	The purpose of this study was to analyze @GENE$ levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( @DISEASE$ ) and HBV - induced ACLF , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T1', 'span': {'begin': 41, 'end': 55}, 'obj': 'Gene'}	{'id': 5, 'span': {'begin': 142, 'end': 146}, 'obj': 'Disease'}
1634	The purpose of this study was to analyze @GENE$ levels using iTRAQ in normal controls , as well as patients with @DISEASE$ ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	The purpose of this study was to analyze serum protein levels using iTRAQ in normal controls , as well as patients with chronic hepatitis B ( CHB ) and HBV - induced ACLF , and to verify those results using western blotting	t6n95laz-5-body_text.json	0	223	{'id': 'A-biobert_T1', 'span': {'begin': 41, 'end': 55}, 'obj': 'Gene'}	{'id': 4, 'span': {'begin': 120, 'end': 140}, 'obj': 'Disease'}
1635	The ultimate aim was to identify the differences in @GENE$ levels that were closely associated with the progression of hepatitis B and @DISEASE$ - induced ACLF	The ultimate aim was to identify the differences in serum protein levels that were closely associated with the progression of hepatitis B and HBV - induced ACLF	t6n95laz-5-body_text.json	226	386	{'id': 'A-biobert_T3', 'span': {'begin': 278, 'end': 292}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 368, 'end': 372}, 'obj': 'Disease'}
1636	The ultimate aim was to identify the differences in @GENE$ levels that were closely associated with the progression of @DISEASE$ and HBV - induced ACLF	The ultimate aim was to identify the differences in serum protein levels that were closely associated with the progression of hepatitis B and HBV - induced ACLF	t6n95laz-5-body_text.json	226	386	{'id': 'A-biobert_T3', 'span': {'begin': 278, 'end': 292}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 352, 'end': 364}, 'obj': 'Disease'}
1637	The @GENE$ aims to fill a critical need to facilitate interaction : ( 1 ) among bat researchers scattered throughout Western Asia , and ( 2 ) between bat conservationists and those conducting @DISEASE$ surveillance within the region	The WAB - Net aims to fill a critical need to facilitate interaction : ( 1 ) among bat researchers scattered throughout Western Asia , and ( 2 ) between bat conservationists and those conducting viral disease surveillance within the region	1wjhsg2y-43-body_text.json	1213	1452	{'id': 'A-biobert_T2', 'span': {'begin': 1217, 'end': 1227}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 1408, 'end': 1422}, 'obj': 'Disease'}
1638	Importantly , @GENE$ knock - out ( KO ) mice exhibit similar changes in @DISEASE$ ( Imai et al	Importantly , USP46 knock - out ( KO ) mice exhibit similar changes in depression - like behaviors ( Imai et al	oqte7dx2-9-body_text.json	407	518	{'id': 'A-biobert_T3', 'span': {'begin': 421, 'end': 427}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 478, 'end': 506}, 'obj': 'Disease'}
1639	, 2013 ) and broad expression of a @GENE$ in @DISEASE$ mice rescued these behaviors ( Tomida et al	, 2013 ) and broad expression of a wild type USP46 transgene in CS mice rescued these behaviors ( Tomida et al	oqte7dx2-9-body_text.json	521	631	{'id': 'A-biobert_T4', 'span': {'begin': 556, 'end': 582}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 585, 'end': 588}, 'obj': 'Disease'}
1640	In mice lacking receptors for interferon ( IFN ) - α / β ( designated @GENE$ − / − ) immunisation with this DNA vaccine induced , following in vivo viral challenge , 100 % protection against infection - associated @DISEASE$ or death in addition to preventing viral pathology in brain tissue	In mice lacking receptors for interferon ( IFN ) - α / β ( designated IFNAR − / − ) immunisation with this DNA vaccine induced , following in vivo viral challenge , 100 % protection against infection - associated weight loss or death in addition to preventing viral pathology in brain tissue	oti9btqp-2-abstract.json	1114	1405	{'id': 'A-biobert_T5', 'span': {'begin': 1184, 'end': 1190}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 1327, 'end': 1339}, 'obj': 'Disease'}
1641	In mice lacking receptors for @GENE$ ( designated IFNAR − / − ) immunisation with this DNA vaccine induced , following in vivo viral challenge , 100 % protection against infection - associated @DISEASE$ or death in addition to preventing viral pathology in brain tissue	In mice lacking receptors for interferon ( IFN ) - α / β ( designated IFNAR − / − ) immunisation with this DNA vaccine induced , following in vivo viral challenge , 100 % protection against infection - associated weight loss or death in addition to preventing viral pathology in brain tissue	oti9btqp-2-abstract.json	1114	1405	{'id': 'A-biobert_T4', 'span': {'begin': 1144, 'end': 1171}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 1327, 'end': 1339}, 'obj': 'Disease'}
1642	This study in NHP and in a pathogenic mouse model supports the importance of immune responses targeting @GENE$ in @DISEASE$ infection and suggests that additional research on this vaccine approach may have relevance for ZIKV control and disease prevention in humans .	This study in NHP and in a pathogenic mouse model supports the importance of immune responses targeting prME in ZIKV infection and suggests that additional research on this vaccine approach may have relevance for ZIKV control and disease prevention in humans .	oti9btqp-2-abstract.json	1551	1811	{'id': 'A-biobert_T7', 'span': {'begin': 1655, 'end': 1660}, 'obj': 'Gene'}	{'id': 17, 'span': {'begin': 1764, 'end': 1769}, 'obj': 'Disease'}
1643	This study in NHP and in a pathogenic mouse model supports the importance of immune responses targeting @GENE$ in @DISEASE$ and suggests that additional research on this vaccine approach may have relevance for ZIKV control and disease prevention in humans .	This study in NHP and in a pathogenic mouse model supports the importance of immune responses targeting prME in ZIKV infection and suggests that additional research on this vaccine approach may have relevance for ZIKV control and disease prevention in humans .	oti9btqp-2-abstract.json	1551	1811	{'id': 'A-biobert_T7', 'span': {'begin': 1655, 'end': 1660}, 'obj': 'Gene'}	{'id': 16, 'span': {'begin': 1663, 'end': 1678}, 'obj': 'Disease'}
1644	14 Here we describe the development and evaluation of a synthetic @GENE$ vaccine delivered by electroporation for its immunogenicity and its impact on @DISEASE$ in a pathogenic animal challenge model	14 Here we describe the development and evaluation of a synthetic ZIKV prME DNA vaccine delivered by electroporation for its immunogenicity and its impact on ZIKV infection in a pathogenic animal challenge model	oti9btqp-3-body_text.json	1918	2129	{'id': 'A-biobert_T1', 'span': {'begin': 1984, 'end': 1998}, 'obj': 'Gene'}	{'id': 20, 'span': {'begin': 2076, 'end': 2091}, 'obj': 'Disease'}
1645	Analysis of liver sections 7 days after immunization with @GENE$ revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and @DISEASE$ ( Figures 2C - E )	Analysis of liver sections 7 days after immunization with rVV - N25 revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	m6abyuvx-10-body_text.json	540	879	{'id': 'A-biobert_T14', 'span': {'begin': 598, 'end': 608}, 'obj': 'Gene'}	{'id': 21, 'span': {'begin': 851, 'end': 861}, 'obj': 'Disease'}
1646	Analysis of liver sections 7 days after immunization with @GENE$ revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , @DISEASE$ , and steatosis ( Figures 2C - E )	Analysis of liver sections 7 days after immunization with rVV - N25 revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	m6abyuvx-10-body_text.json	540	879	{'id': 'A-biobert_T14', 'span': {'begin': 598, 'end': 608}, 'obj': 'Gene'}	{'id': 20, 'span': {'begin': 811, 'end': 845}, 'obj': 'Disease'}
1647	Analysis of liver sections 7 days after immunization with @GENE$ revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , @DISEASE$ , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	Analysis of liver sections 7 days after immunization with rVV - N25 revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	m6abyuvx-10-body_text.json	540	879	{'id': 'A-biobert_T14', 'span': {'begin': 598, 'end': 608}, 'obj': 'Gene'}	{'id': 19, 'span': {'begin': 743, 'end': 763}, 'obj': 'Disease'}
1648	Analysis of liver sections 7 days after immunization with @GENE$ revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including @DISEASE$ , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	Analysis of liver sections 7 days after immunization with rVV - N25 revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	m6abyuvx-10-body_text.json	540	879	{'id': 'A-biobert_T14', 'span': {'begin': 598, 'end': 608}, 'obj': 'Gene'}	{'id': 18, 'span': {'begin': 722, 'end': 741}, 'obj': 'Disease'}
1649	Analysis of liver sections 7 days after immunization with @GENE$ revealed dramatic improvement in a variety of pathological findings associated with @DISEASE$ - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	Analysis of liver sections 7 days after immunization with rVV - N25 revealed dramatic improvement in a variety of pathological findings associated with chronic hepatitis - including piecemeal necrosis , hepatocyte swelling , abnormal architecture of liver - cell cords , abnormal accumulation of glycogen , and steatosis ( Figures 2C - E )	m6abyuvx-10-body_text.json	540	879	{'id': 'A-biobert_T14', 'span': {'begin': 598, 'end': 608}, 'obj': 'Gene'}	{'id': 17, 'span': {'begin': 692, 'end': 710}, 'obj': 'Disease'}
1650	Collectively , these results demonstrated that only the @GENE$ treatment resulted in histological changes indicative of improvement in the @DISEASE$ suffered by the transgenic mice .	Collectively , these results demonstrated that only the rVV - N25 treatment resulted in histological changes indicative of improvement in the chronic hepatitis suffered by the transgenic mice .	m6abyuvx-10-body_text.json	882	1075	{'id': 'A-biobert_T15', 'span': {'begin': 938, 'end': 948}, 'obj': 'Gene'}	{'id': 22, 'span': {'begin': 1024, 'end': 1042}, 'obj': 'Disease'}
1651	We used an unbiased transcriptome sequencing approach to identify @GENE$ differentially regulated after @DISEASE$ infection resulting in 265 transcripts from various cellular pathways	We used an unbiased transcriptome sequencing approach to identify genes differentially regulated after WNV infection resulting in 265 transcripts from various cellular pathways	i8cgsd4x-4-body_text.json	342	518	{'id': 'A-biobert_T1', 'span': {'begin': 408, 'end': 414}, 'obj': 'Gene'}	{'id': 21, 'span': {'begin': 445, 'end': 449}, 'obj': 'Disease'}
1652	Several @DISEASE$ limit the activity of interferons by targeting STATs for ubiquitylation and degradation via interaction of their highly conserved V proteins and @GENE$ [ 29 , 30 ] .	Several paramyxoviruses limit the activity of interferons by targeting STATs for ubiquitylation and degradation via interaction of their highly conserved V proteins and host Cul4A RING E3 ligase [ 29 , 30 ] .	i8cgsd4x-4-body_text.json	1631	1839	{'id': 'A-biobert_T17', 'span': {'begin': 1800, 'end': 1826}, 'obj': 'Gene'}	{'id': 23, 'span': {'begin': 1639, 'end': 1655}, 'obj': 'Disease'}
1653	Several @DISEASE$ limit the activity of interferons by targeting STATs for ubiquitylation and degradation via interaction of their @GENE$ and host Cul4A RING E3 ligase [ 29 , 30 ] .	Several paramyxoviruses limit the activity of interferons by targeting STATs for ubiquitylation and degradation via interaction of their highly conserved V proteins and host Cul4A RING E3 ligase [ 29 , 30 ] .	i8cgsd4x-4-body_text.json	1631	1839	{'id': 'A-biobert_T16', 'span': {'begin': 1768, 'end': 1796}, 'obj': 'Gene'}	{'id': 23, 'span': {'begin': 1639, 'end': 1655}, 'obj': 'Disease'}
1654	Several @DISEASE$ limit the activity of interferons by targeting @GENE$ for ubiquitylation and degradation via interaction of their highly conserved V proteins and host Cul4A RING E3 ligase [ 29 , 30 ] .	Several paramyxoviruses limit the activity of interferons by targeting STATs for ubiquitylation and degradation via interaction of their highly conserved V proteins and host Cul4A RING E3 ligase [ 29 , 30 ] .	i8cgsd4x-4-body_text.json	1631	1839	{'id': 'A-biobert_T15', 'span': {'begin': 1702, 'end': 1708}, 'obj': 'Gene'}	{'id': 23, 'span': {'begin': 1639, 'end': 1655}, 'obj': 'Disease'}
1655	Several @DISEASE$ limit the activity of @GENE$ by targeting STATs for ubiquitylation and degradation via interaction of their highly conserved V proteins and host Cul4A RING E3 ligase [ 29 , 30 ] .	Several paramyxoviruses limit the activity of interferons by targeting STATs for ubiquitylation and degradation via interaction of their highly conserved V proteins and host Cul4A RING E3 ligase [ 29 , 30 ] .	i8cgsd4x-4-body_text.json	1631	1839	{'id': 'A-biobert_T14', 'span': {'begin': 1677, 'end': 1689}, 'obj': 'Gene'}	{'id': 23, 'span': {'begin': 1639, 'end': 1655}, 'obj': 'Disease'}
1656	The mechanism leading to the @GENE$ reactivation in our patient with @DISEASE$ is not known	The mechanism leading to the BCG reactivation in our patient with measles is not known	payjduek-17-body_text.json	0	86	{'id': 'A-biobert_T1', 'span': {'begin': 29, 'end': 33}, 'obj': 'Gene'}	{'id': 16, 'span': {'begin': 66, 'end': 74}, 'obj': 'Disease'}
1657	This mechanism is , however , unlikely in our patient in view of the rapid onset and resolution of the BCG site erythema / induration with the appearance and resolution of the measles ras@GENE$is mechanism is , however , unlikely in our patient in view of the rapid onset and resolution of the BCG site erythema / @DISEASE$ with the appearance and resolution of the measles rash	This mechanism is , however , unlikely in our patient in view of the rapid onset and resolution of the BCG site erythema / induration with the appearance and resolution of the measles rash	payjduek-17-body_text.json	580	768	{'id': 'A-biobert_T2', 'span': {'begin': 683, 'end': 687}, 'obj': 'Gene'}	{'id': 24, 'span': {'begin': 703, 'end': 714}, 'obj': 'Disease'}
1658	This mechanism is , however , unlikely in our patient in view of the rapid onset and resolution of the @DISEASE$ / induration with the appearance and resolution of the measles ras@GENE$is mechanism is , however , unlikely in our patient in view of the rapid onset and resolution of the BCG site erythema / induration with the appearance and resolution of the measles rash	This mechanism is , however , unlikely in our patient in view of the rapid onset and resolution of the BCG site erythema / induration with the appearance and resolution of the measles rash	payjduek-17-body_text.json	580	768	{'id': 'A-biobert_T2', 'span': {'begin': 683, 'end': 687}, 'obj': 'Gene'}	{'id': 23, 'span': {'begin': 683, 'end': 701}, 'obj': 'Disease'}
1659	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of @GENE$ reactivation in children with @DISEASE$ [ 22 , 23 ]	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with Kawasaki disease [ 22 , 23 ]	payjduek-17-body_text.json	1228	1493	{'id': 'A-biobert_T8', 'span': {'begin': 1431, 'end': 1435}, 'obj': 'Gene'}	{'id': 30, 'span': {'begin': 1465, 'end': 1482}, 'obj': 'Disease'}
1660	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue @GENE$ , have been postulated as the cause of BCG reactivation in children with @DISEASE$ [ 22 , 23 ]	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with Kawasaki disease [ 22 , 23 ]	payjduek-17-body_text.json	1228	1493	{'id': 'A-biobert_T7', 'span': {'begin': 1385, 'end': 1392}, 'obj': 'Gene'}	{'id': 30, 'span': {'begin': 1465, 'end': 1482}, 'obj': 'Disease'}
1661	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular @GENE$ and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with @DISEASE$ [ 22 , 23 ]	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with Kawasaki disease [ 22 , 23 ]	payjduek-17-body_text.json	1228	1493	{'id': 'A-biobert_T6', 'span': {'begin': 1344, 'end': 1365}, 'obj': 'Gene'}	{'id': 30, 'span': {'begin': 1465, 'end': 1482}, 'obj': 'Disease'}
1662	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( @GENE$ ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with @DISEASE$ [ 22 , 23 ]	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with Kawasaki disease [ 22 , 23 ]	payjduek-17-body_text.json	1228	1493	{'id': 'A-biobert_T5', 'span': {'begin': 1322, 'end': 1326}, 'obj': 'Gene'}	{'id': 30, 'span': {'begin': 1465, 'end': 1482}, 'obj': 'Disease'}
1663	Cross - reactivity between specific epitopes of @GENE$ and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with @DISEASE$ [ 22 , 23 ]	Cross - reactivity between specific epitopes of mycobacterial and human heat shock proteins ( HSP ) , in particular mycobacterial HSP 65 and human homologue HSP 63 , have been postulated as the cause of BCG reactivation in children with Kawasaki disease [ 22 , 23 ]	payjduek-17-body_text.json	1228	1493	{'id': 'A-biobert_T4', 'span': {'begin': 1276, 'end': 1290}, 'obj': 'Gene'}	{'id': 30, 'span': {'begin': 1465, 'end': 1482}, 'obj': 'Disease'}
1664	Synthesis of @GENE$ are increased during conditions of cellular stress , including infection , @DISEASE$ and other physical stresses	Synthesis of HSP are increased during conditions of cellular stress , including infection , ischaemia and other physical stresses	payjduek-17-body_text.json	1684	1813	{'id': 'A-biobert_T10', 'span': {'begin': 1697, 'end': 1701}, 'obj': 'Gene'}	{'id': 31, 'span': {'begin': 1776, 'end': 1786}, 'obj': 'Disease'}
1665	In humans , increased production and serum concentrations of HSP , especially @GENE$ , have been reported during viral infections , including @DISEASE$ [ 25 , 26 ]	In humans , increased production and serum concentrations of HSP , especially HSP 70 , have been reported during viral infections , including measles [ 25 , 26 ]	payjduek-17-body_text.json	1816	1977	{'id': 'A-biobert_T12', 'span': {'begin': 1894, 'end': 1901}, 'obj': 'Gene'}	{'id': 33, 'span': {'begin': 1958, 'end': 1966}, 'obj': 'Disease'}
1666	In humans , increased production and serum concentrations of HSP , especially @GENE$ , have been reported during @DISEASE$ , including measles [ 25 , 26 ]	In humans , increased production and serum concentrations of HSP , especially HSP 70 , have been reported during viral infections , including measles [ 25 , 26 ]	payjduek-17-body_text.json	1816	1977	{'id': 'A-biobert_T12', 'span': {'begin': 1894, 'end': 1901}, 'obj': 'Gene'}	{'id': 32, 'span': {'begin': 1929, 'end': 1946}, 'obj': 'Disease'}
1667	In humans , increased production and serum concentrations of @GENE$ , especially HSP 70 , have been reported during viral infections , including @DISEASE$ [ 25 , 26 ]	In humans , increased production and serum concentrations of HSP , especially HSP 70 , have been reported during viral infections , including measles [ 25 , 26 ]	payjduek-17-body_text.json	1816	1977	{'id': 'A-biobert_T11', 'span': {'begin': 1877, 'end': 1881}, 'obj': 'Gene'}	{'id': 33, 'span': {'begin': 1958, 'end': 1966}, 'obj': 'Disease'}
1668	In humans , increased production and serum concentrations of @GENE$ , especially HSP 70 , have been reported during @DISEASE$ , including measles [ 25 , 26 ]	In humans , increased production and serum concentrations of HSP , especially HSP 70 , have been reported during viral infections , including measles [ 25 , 26 ]	payjduek-17-body_text.json	1816	1977	{'id': 'A-biobert_T11', 'span': {'begin': 1877, 'end': 1881}, 'obj': 'Gene'}	{'id': 32, 'span': {'begin': 1929, 'end': 1946}, 'obj': 'Disease'}
